No.  Input_img    Ref_img    IdentityIssame     Expression_actual    Expression_require    Expression_ref    ExpressionIsrequire
108  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Anger/P043_Anger_023.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Anger/P043_Anger_000.png  True  0  3  -1  False
109  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Anger/P043_Anger_022.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Anger/P043_Anger_000.png  True  0  5  -1  False
110  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Anger/P043_Anger_023.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Disgust/P043_Disgust_000.png  True  0  3  -1  False
111  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Sadness/P043_Sadness_023.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Disgust/P043_Disgust_000.png  True  4  5  -1  False
112  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Surprise/P043_Surprise_024.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Fear/P043_Fear_000.png  True  5  3  -1  False
113  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Disgust/P043_Disgust_022.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Fear/P043_Fear_000.png  True  1  5  -1  False
114  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Disgust/P043_Disgust_021.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Happiness/P043_Happiness_000.png  True  1  3  -1  False
115  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Disgust/P043_Disgust_021.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Happiness/P043_Happiness_000.png  True  1  5  -1  False
116  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Disgust/P043_Disgust_023.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Sadness/P043_Sadness_000.png  True  1  3  -1  False
117  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Fear/P043_Fear_021.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Sadness/P043_Sadness_000.png  True  2  5  -1  False
118  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Fear/P043_Fear_023.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Surprise/P043_Surprise_000.png  True  2  3  -1  False
119  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Sadness/P043_Sadness_023.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Surprise/P043_Surprise_000.png  True  4  5  -1  False
120  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P030/Surprise/P030_Surprise_020.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P030/Anger/P030_Anger_000.png  True  5  3  -1  False
121  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P030/Sadness/P030_Sadness_013.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P030/Anger/P030_Anger_000.png  True  4  5  -1  False
122  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P030/Surprise/P030_Surprise_022.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P030/Disgust/P030_Disgust_000.png  True  5  3  -1  False
123  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P030/Happiness/P030_Happiness_016.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P030/Disgust/P030_Disgust_000.png  True  3  5  -1  False
124  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P030/Sadness/P030_Sadness_014.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P030/Fear/P030_Fear_000.png  True  4  3  -1  False
125  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P030/Sadness/P030_Sadness_012.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P030/Fear/P030_Fear_000.png  True  4  5  -1  False
126  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P030/Surprise/P030_Surprise_020.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P030/Happiness/P030_Happiness_000.png  True  5  3  -1  False
127  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P030/Fear/P030_Fear_020.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P030/Happiness/P030_Happiness_000.png  True  2  5  -1  False
128  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P030/Fear/P030_Fear_019.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P030/Sadness/P030_Sadness_000.png  True  2  3  -1  False
129  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P030/Happiness/P030_Happiness_018.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P030/Sadness/P030_Sadness_000.png  True  3  5  -1  False
130  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P030/Sadness/P030_Sadness_012.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P030/Surprise/P030_Surprise_000.png  True  4  3  -1  False
131  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P030/Disgust/P030_Disgust_019.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P030/Surprise/P030_Surprise_000.png  True  1  5  -1  False
132  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P055/Fear/P055_Fear_020.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P055/Anger/P055_Anger_000.png  True  2  3  -1  False
133  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P055/Anger/P055_Anger_016.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P055/Anger/P055_Anger_000.png  True  0  5  -1  False
134  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P055/Anger/P055_Anger_015.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P055/Disgust/P055_Disgust_000.png  True  0  3  -1  False
135  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P055/Disgust/P055_Disgust_020.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P055/Disgust/P055_Disgust_000.png  True  1  5  -1  False
136  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P055/Disgust/P055_Disgust_022.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P055/Fear/P055_Fear_000.png  True  1  3  -1  False
137  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P055/Fear/P055_Fear_019.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P055/Fear/P055_Fear_000.png  True  2  5  -1  False
138  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P055/Sadness/P055_Sadness_023.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P055/Happiness/P055_Happiness_000.png  True  4  3  -1  False
139  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P055/Happiness/P055_Happiness_023.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P055/Happiness/P055_Happiness_000.png  True  3  5  -1  False
140  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P055/Anger/P055_Anger_016.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P055/Sadness/P055_Sadness_000.png  True  0  3  -1  False
141  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P055/Happiness/P055_Happiness_023.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P055/Sadness/P055_Sadness_000.png  True  3  5  -1  False
142  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P055/Disgust/P055_Disgust_022.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P055/Surprise/P055_Surprise_000.png  True  1  3  -1  False
143  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P055/Sadness/P055_Sadness_023.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P055/Surprise/P055_Surprise_000.png  True  4  5  -1  False
144  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P018/Surprise/P018_Surprise_021.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P018/Anger/P018_Anger_000.png  True  5  3  -1  False
145  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P018/Sadness/P018_Sadness_010.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P018/Anger/P018_Anger_000.png  True  4  5  -1  False
146  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P018/Surprise/P018_Surprise_020.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P018/Disgust/P018_Disgust_000.png  True  5  3  -1  False
147  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P018/Happiness/P018_Happiness_030.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P018/Disgust/P018_Disgust_000.png  True  3  5  -1  False
148  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P018/Disgust/P018_Disgust_008.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P018/Fear/P018_Fear_000.png  True  1  3  -1  False
149  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P018/Sadness/P018_Sadness_010.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P018/Fear/P018_Fear_000.png  True  4  5  -1  False
150  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P018/Sadness/P018_Sadness_011.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P018/Happiness/P018_Happiness_000.png  True  4  3  -1  False
151  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P018/Anger/P018_Anger_027.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P018/Happiness/P018_Happiness_000.png  True  0  5  -1  False
152  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P018/Surprise/P018_Surprise_019.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P018/Sadness/P018_Sadness_000.png  True  5  3  -1  False
153  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P018/Happiness/P018_Happiness_029.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P018/Sadness/P018_Sadness_000.png  True  3  5  -1  False
154  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P018/Disgust/P018_Disgust_008.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P018/Surprise/P018_Surprise_000.png  True  1  3  -1  False
155  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P018/Happiness/P018_Happiness_029.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P018/Surprise/P018_Surprise_000.png  True  3  5  -1  False
156  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P019/Sadness/P019_Sadness_009.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P019/Anger/P019_Anger_000.png  True  4  3  -1  False
157  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P019/Anger/P019_Anger_020.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P019/Anger/P019_Anger_000.png  True  0  5  -1  False
158  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P019/Surprise/P019_Surprise_016.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P019/Disgust/P019_Disgust_000.png  True  5  3  -1  False
159  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P019/Happiness/P019_Happiness_016.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P019/Disgust/P019_Disgust_000.png  True  3  5  -1  False
160  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P019/Disgust/P019_Disgust_008.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P019/Fear/P019_Fear_000.png  True  1  3  -1  False
161  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P019/Happiness/P019_Happiness_016.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P019/Fear/P019_Fear_000.png  True  3  5  -1  False
162  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P019/Fear/P019_Fear_018.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P019/Happiness/P019_Happiness_000.png  True  2  3  -1  False
163  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P019/Happiness/P019_Happiness_017.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P019/Happiness/P019_Happiness_000.png  True  3  5  -1  False
164  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P019/Surprise/P019_Surprise_014.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P019/Sadness/P019_Sadness_000.png  True  5  3  -1  False
165  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P019/Anger/P019_Anger_020.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P019/Sadness/P019_Sadness_000.png  True  0  5  -1  False
166  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P019/Disgust/P019_Disgust_008.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P019/Surprise/P019_Surprise_000.png  True  1  3  -1  False
167  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P019/Fear/P019_Fear_017.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P019/Surprise/P019_Surprise_000.png  True  2  5  -1  False
168  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P078/Fear/P078_Fear_017.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P078/Anger/P078_Anger_000.png  True  2  3  -1  False
169  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P078/Anger/P078_Anger_018.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P078/Anger/P078_Anger_000.png  True  0  5  -1  False
170  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P078/Anger/P078_Anger_018.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P078/Disgust/P078_Disgust_000.png  True  0  3  -1  False
171  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P078/Happiness/P078_Happiness_018.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P078/Disgust/P078_Disgust_000.png  True  3  5  -1  False
172  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P078/Fear/P078_Fear_019.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P078/Fear/P078_Fear_000.png  True  2  3  -1  False
173  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P078/Sadness/P078_Sadness_017.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P078/Fear/P078_Fear_000.png  True  4  5  -1  False
174  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P078/Disgust/P078_Disgust_019.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P078/Happiness/P078_Happiness_000.png  True  1  3  -1  False
175  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P078/Fear/P078_Fear_019.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P078/Happiness/P078_Happiness_000.png  True  2  5  -1  False
176  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P078/Disgust/P078_Disgust_017.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P078/Sadness/P078_Sadness_000.png  True  1  3  -1  False
177  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P078/Fear/P078_Fear_017.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P078/Sadness/P078_Sadness_000.png  True  2  5  -1  False
178  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P078/Surprise/P078_Surprise_017.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P078/Surprise/P078_Surprise_000.png  True  5  3  -1  False
179  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P078/Disgust/P078_Disgust_018.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P078/Surprise/P078_Surprise_000.png  True  1  5  -1  False
180  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P069/Anger/P069_Anger_021.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P069/Anger/P069_Anger_000.png  True  0  3  -1  False
181  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P069/Fear/P069_Fear_021.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P069/Anger/P069_Anger_000.png  True  2  5  -1  False
182  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P069/Anger/P069_Anger_019.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P069/Disgust/P069_Disgust_000.png  True  0  3  -1  False
183  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P069/Disgust/P069_Disgust_022.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P069/Disgust/P069_Disgust_000.png  True  1  5  -1  False
184  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P069/Sadness/P069_Sadness_020.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P069/Fear/P069_Fear_000.png  True  4  3  -1  False
185  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P069/Anger/P069_Anger_020.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P069/Fear/P069_Fear_000.png  True  0  5  -1  False
186  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P069/Fear/P069_Fear_021.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P069/Happiness/P069_Happiness_000.png  True  2  3  -1  False
187  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P069/Fear/P069_Fear_022.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P069/Happiness/P069_Happiness_000.png  True  2  5  -1  False
188  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P069/Fear/P069_Fear_022.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P069/Sadness/P069_Sadness_000.png  True  2  3  -1  False
189  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P069/Disgust/P069_Disgust_021.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P069/Sadness/P069_Sadness_000.png  True  1  5  -1  False
190  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P069/Sadness/P069_Sadness_019.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P069/Surprise/P069_Surprise_000.png  True  4  3  -1  False
191  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P069/Fear/P069_Fear_021.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P069/Surprise/P069_Surprise_000.png  True  2  5  -1  False
192  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P055/Happiness/P055_Happiness_021.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P022/Anger/P022_Anger_000.png  False  3  3  -1  True
193  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Surprise/P043_Surprise_023.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P022/Anger/P022_Anger_000.png  False  5  5  -1  True
194  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P018/Happiness/P018_Happiness_030.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P022/Disgust/P022_Disgust_000.png  False  3  3  -1  True
195  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P069/Surprise/P069_Surprise_020.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P022/Disgust/P022_Disgust_000.png  False  5  5  -1  True
196  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P069/Happiness/P069_Happiness_019.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P022/Fear/P022_Fear_000.png  False  3  3  -1  True
197  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P018/Surprise/P018_Surprise_020.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P022/Fear/P022_Fear_000.png  False  5  5  -1  True
198  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Happiness/P043_Happiness_023.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P022/Happiness/P022_Happiness_000.png  False  3  3  -1  True
199  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P055/Surprise/P055_Surprise_023.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P022/Happiness/P022_Happiness_000.png  False  5  5  -1  True
200  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P078/Happiness/P078_Happiness_018.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P022/Sadness/P022_Sadness_000.png  False  3  3  -1  True
201  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P069/Surprise/P069_Surprise_021.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P022/Sadness/P022_Sadness_000.png  False  5  5  -1  True
202  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Happiness/P043_Happiness_025.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P022/Surprise/P022_Surprise_000.png  False  3  3  -1  True
203  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P019/Surprise/P019_Surprise_016.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P022/Surprise/P022_Surprise_000.png  False  5  5  -1  True
204  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P018/Happiness/P018_Happiness_030.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Anger/P043_Anger_000.png  False  3  3  -1  True
205  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P022/Surprise/P022_Surprise_017.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Anger/P043_Anger_000.png  False  5  5  -1  True
206  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P078/Happiness/P078_Happiness_016.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Disgust/P043_Disgust_000.png  False  3  3  -1  True
207  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P030/Surprise/P030_Surprise_020.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Disgust/P043_Disgust_000.png  False  5  5  -1  True
208  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P018/Happiness/P018_Happiness_029.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Fear/P043_Fear_000.png  False  3  3  -1  True
209  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P078/Surprise/P078_Surprise_017.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Fear/P043_Fear_000.png  False  5  5  -1  True
210  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P018/Happiness/P018_Happiness_030.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Happiness/P043_Happiness_000.png  False  3  3  -1  True
211  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P069/Surprise/P069_Surprise_020.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Happiness/P043_Happiness_000.png  False  5  5  -1  True
212  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P019/Happiness/P019_Happiness_016.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Sadness/P043_Sadness_000.png  False  3  3  -1  True
213  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P019/Surprise/P019_Surprise_014.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Sadness/P043_Sadness_000.png  False  5  5  -1  True
214  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P019/Happiness/P019_Happiness_017.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Surprise/P043_Surprise_000.png  False  3  3  -1  True
215  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P069/Surprise/P069_Surprise_022.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Surprise/P043_Surprise_000.png  False  5  5  -1  True
216  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P069/Happiness/P069_Happiness_020.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P030/Anger/P030_Anger_000.png  False  3  3  -1  True
